# 5 kg/s Parallel,10 kg/s Parallel,15 kg/s Parallel,20 kg/s Parallel,25 kg/s Parallel,30 kg/s Parallel,35 kg/s Parallel,40 kg/s Parallel,45 kg/s Parallel,50 kg/s Parallel,5 kg/s Non-Parallel,10 kg/s Non-Parallel,15 kg/s Non-Parallel,20 kg/s Non-Parallel,25 kg/s Non-Parallel,30 kg/s Non-Parallel,35 kg/s Non-Parallel,40 kg/s Non-Parallel,45 kg/s Non-Parallel,50 kg/s Non-Parallel
4.717039920769067862e+01,1.000755141874896452e+02,1.578467153409164609e+02,2.200917198884186803e+02,2.865537159401472991e+02,3.570423471308388343e+02,4.314067476122714879e+02,5.095222147883919206e+02,5.912826612853500592e+02,6.765959326294222365e+02,4.202462694250151998e+01,9.344224270324383497e+01,1.526242262987241531e+02,2.187851817104705106e+02,2.913927554949774503e+02,3.700438335145353221e+02,4.544147845642814900e+02,5.442361910233938715e+02,6.392781554409397131e+02,7.393409529941606024e+02
4.716965535987758074e+01,1.000725203785751347e+02,1.578399255936143106e+02,2.200795369005759028e+02,2.865344829255474792e+02,3.570143416883943246e+02,4.313681770235714907e+02,5.094712123860753650e+02,5.912172836540287335e+02,6.765141574693043367e+02,4.202354116582608867e+01,9.343831051188266201e+01,1.526160966201900635e+02,2.187717649110309424e+02,2.913731333929513312e+02,3.700171971698334232e+02,4.543803889434028065e+02,5.441933209765571746e+02,6.392260996945387888e+02,7.392789840296818511e+02
4.716894901319970757e+01,1.000696774996152101e+02,1.578334781302010583e+02,2.200679680383493348e+02,2.865162193257344256e+02,3.569877476507408005e+02,4.313315500051418212e+02,5.094227795367549447e+02,5.911551991426758832e+02,6.764365004394394418e+02,4.202251008548346078e+01,9.343457632176188099e+01,1.526083762475413153e+02,2.187590236814156981e+02,2.913544996214548632e+02,3.699919030965121465e+02,4.543477276755737648e+02,5.441526141628735331e+02,6.391766728048547748e+02,7.392201472220920095e+02
4.716827768855077352e+01,1.000669755732486124e+02,1.578273503248681777e+02,2.200569727098615260e+02,2.864988610726159095e+02,3.569624717527094617e+02,4.312967381497708743e+02,5.093767465123042939e+02,5.910961902824541312e+02,6.763626896646707110e+02,4.202153008910234178e+01,9.343102706279567826e+01,1.526010381667840079e+02,2.187469134283554979e+02,2.913367889175351024e+02,3.699678626078415391e+02,4.543166860827039386e+02,5.441139274211335533e+02,6.391297006284941062e+02,7.391642348762035226e+02
4.716763910834770002e+01,1.000644054331466322e+02,1.578215213908724763e+02,2.200465136222948388e+02,2.864823493044796692e+02,3.569384283068528703e+02,4.312636234810364613e+02,5.093329573685683727e+02,5.910400572606037031e+02,6.762924753360724708e+02,4.202059785763260180e+01,9.342765072552522554e+01,1.525940575556928707e+02,2.187353931772165652e+02,2.913199413165370402e+02,3.699449942219326886e+02,4.542871588111283927e+02,5.440771292422408578e+02,6.390850232115298013e+02,7.391110562398735055e+02
4.716703117718599714e+01,1.000619586461593258e+02,1.578159722040361146e+02,2.200365564653084789e+02,2.864666298664350848e+02,3.569155384765106191e+02,4.312320974529162072e+02,5.092912686237328330e+02,5.909866162280796971e+02,6.762256275966319663e+02,4.201971033721783044e+01,9.342443625951472086e+01,1.525874115738844523e+02,2.187244252253524053e+02,2.913039016442956495e+02,3.699232229706544786e+02,4.542590489363597612e+02,5.440420986491998292e+02,6.390424934239255208e+02,7.390604358713203510e+02
4.716645196463362311e+01,1.000596274430583463e+02,1.578106851456892059e+02,2.200270696293289632e+02,2.864516528659084429e+02,3.568937296289358869e+02,4.312020600595504902e+02,5.092515480821827509e+02,5.909356977934501174e+02,6.761619346595114166e+02,4.201886471418072944e+01,9.342137348292310151e+01,1.525810791759832625e+02,2.187139748335742695e+02,2.912886190651957463e+02,3.699024797846690262e+02,4.542322671665218650e+02,5.440087242007388113e+02,6.390019757448940254e+02,7.390122121871512491e+02
4.716589968988565573e+01,1.000574046567844846e+02,1.578056439626596443e+02,2.200180239544012295e+02,2.864373722763399428e+02,3.568729347585817777e+02,4.311734190415107264e+02,5.092136737858492097e+02,5.908871456799520274e+02,6.761012011301224902e+02,4.201805839270778620e+01,9.341845300186254519e+01,1.525750409449987615e+02,2.187040099510354025e+02,2.912740466792002394e+02,3.698827009451424033e+02,4.542067311322589376e+02,5.439769031032232078e+02,6.389633451804322704e+02,7.389662361686189342e+02
4.716537270805560667e+01,1.000552836672988803e+02,1.578008336422229547e+02,2.200093925058757236e+02,2.864237455832147816e+02,3.568530919719659664e+02,4.311460891768319925e+02,5.091775330774604527e+02,5.908408155258497345e+02,6.760432465071601200e+02,4.201728897491459236e+01,9.341566613835900057e+01,1.525692789434817200e+02,2.186945009694412931e+02,2.912601411618719567e+02,3.698638275940012363e+02,4.541823647525376941e+02,5.439465404175886079e+02,6.389264862968470879e+02,7.389223702066599344e+02
4.716486949792230376e+01,1.000532583522372079e+02,1.577962403002020721e+02,2.200011503736962197e+02,2.864107334673324772e+02,3.568341440267262215e+02,4.311199916465829460e+02,5.091430217622959162e+02,5.907965738108752021e+02,6.759879038411185093e+02,4.201655424302107633e+01,9.341300486587888940e+01,1.525637765803006971e+02,2.186854205030932121e+02,2.912468624422284620e+02,3.698458052957009841e+02,4.541590976672168267e+02,5.439175483498772792e+02,6.388912923562592141e+02,7.388804870689818927e+02
4.716438865093023480e+01,1.000513230426799822e+02,1.577918510806815675e+02,2.199932744924871031e+02,2.863982995209079832e+02,3.568160379184420208e+02,4.310950534661720894e+02,5.091100433567495998e+02,5.907542968938195145e+02,6.759350185316641273e+02,4.201585214334699714e+01,9.341046175152735032e+01,1.525585184912106911e+02,2.186767431916773603e+02,2.912341734139438358e+02,3.698285836443970425e+02,4.541368647284692202e+02,5.438898456154232690e+02,6.388576645419734632e+02,7.388404689746682834e+02
4.716392886132845774e+01,1.000494724834366309e+02,1.577876540659556213e+02,2.199857434800347846e+02,2.863864099926709628e+02,3.567987245096493325e+02,4.310712069747219743e+02,5.090785084136083469e+02,5.907138701483460181e+02,6.758844472476888541e+02,4.201518077196946166e+01,9.340802990414512408e+01,1.525534904315905180e+02,2.186684455231811910e+02,2.912220396760270091e+02,3.698121159112350824e+02,4.541156055441799140e+02,5.438633568681045745e+02,6.388255112632115242e+02,7.388022067636719612e+02
4.716348891729435167e+01,1.000477017973365435e+02,1.577836381955499689e+02,2.199785374920176366e+02,2.863750335586160531e+02,3.567821581961960078e+02,4.310483893758199088e+02,5.090483339151904829e+02,5.906751871856961316e+02,6.758360569559287114e+02,4.201453836179875623e+01,9.340570292761560722e+01,1.525486791799756077e+02,2.186605056745960098e+02,2.912104292995761625e+02,3.697963587271285633e+02,4.540952640673418159e+02,5.438380121871243773e+02,6.387947475300095448e+02,7.387655991502741699e+02
4.716306769293814938e+01,1.000460064530655160e+02,1.577797931932830409e+02,2.199716380911569900e+02,2.863641411155189758e+02,3.567662966067045431e+02,4.310265423238361109e+02,5.090194427266858952e+02,5.906381491544898381e+02,6.757897240458778469e+02,4.201392327095304324e+01,9.340347487880409005e+01,1.525440724511243786e+02,2.186529033684184071e+02,2.911993126176505484e+02,3.697812717970116410e+02,4.540757882262210501e+02,5.438137466148440353e+02,6.387652943903536880e+02,7.387305520508875816e+02
4.716266414109736616e+01,1.000443822361409190e+02,1.577761095014643047e+02,2.199650281291849012e+02,2.863537055946511032e+02,3.567511003314415348e+02,4.310056115506964716e+02,5.089917631029642848e+02,5.906026641089619034e+02,6.757453335402277617e+02,4.201333397225964461e+01,9.340134022961277083e+01,1.525396588176087107e+02,2.186456197431659518e+02,2.911886620357001334e+02,3.697668176420571058e+02,4.540571295907468539e+02,5.437904997398765090e+02,6.387370784225108764e+02,7.386969779779217333e+02
4.716227728682070364e+01,1.000428252226981556e+02,1.577725782214420178e+02,2.199586916401902954e+02,2.863437017934718938e+02,3.567365326773427796e+02,4.309855465286815388e+02,5.089652282429278216e+02,5.905686464381301448e+02,6.757027783814153281e+02,4.201276904377314736e+01,9.339929383267670460e+01,1.525354276389342090e+02,2.186386372363802764e+02,2.911784518602588605e+02,3.697529613667517197e+02,4.540392430710886060e+02,5.437682153204895030e+02,6.387100312764929413e+02,7.386647954923388397e+02
4.716190622147379230e+01,1.000413317557742658e+02,1.577691910598176435e+02,2.199526137441306730e+02,2.863341062233413936e+02,3.567225594463635616e+02,4.309663001652906473e+02,5.089397758862889987e+02,5.905360163492506445e+02,6.756619587860136562e+02,4.201222716019151449e+01,9.339733089033981628e+01,1.525313689974129261e+02,2.186319394787402075e+02,2.911686581439459474e+02,3.697396704481458301e+02,4.540220866449722621e+02,5.437468409439295556e+02,6.386840892592861110e+02,7.386339287085186243e+02
4.716155009739556192e+01,1.000398984238025548e+02,1.577659402797057169e+02,2.199467805593976379e+02,2.863248969715435237e+02,3.567091487346377789e+02,4.309478285267726960e+02,5.089153479481831255e+02,5.905046993997528944e+02,6.756227816596830280e+02,4.201170708508430351e+01,9.339544692652364688e+01,1.525274736400473330e+02,2.186255111981239736e+02,2.911592585449919852e+02,3.697269145448913719e+02,4.540056211106045225e+02,5.437263277177585223e+02,6.386591929591257895e+02,7.386043068457884146e+02
4.716120812305761234e+01,1.000385220411318841e+02,1.577628186565235637e+02,2.199411791234970792e+02,2.863160535760925427e+02,3.566962707502465832e+02,4.309300905872627254e+02,5.088918901876280643e+02,5.904746260725148659e+02,6.755851600662980445e+02,4.201120766383571947e+01,9.339363776121997773e+01,1.525237329257849410e+02,2.186193381325339544e+02,2.911502321997943454e+02,3.697146653239708485e+02,4.539898098625089347e+02,5.437066299898576744e+02,6.386352869046698970e+02,7.385758638216602776e+02
4.716087955866284176e+01,1.000371996302935997e+02,1.577598194378064704e+02,2.199357973209745865e+02,2.863075569119865236e+02,3.566838976476571474e+02,4.309130480008618633e+02,5.088693519062919108e+02,5.904457313899563360e+02,6.755490127455660740e+02,4.201072781723593152e+01,9.339189948728997592e+01,1.525201387776029094e+02,2.186134069509926121e+02,2.911415596071025220e+02,3.697028963032784077e+02,4.539746186878774097e+02,5.436877050940673826e+02,6.386123192554243815e+02,7.385485378823892688e+02
4.716056371213421983e+01,1.000359284058949925e+02,1.577569363066708661e+02,2.199306238178592707e+02,2.862993890877360172e+02,3.566720033771061367e+02,4.308966648942771940e+02,5.088476856744447900e+02,5.904179545629406221e+02,6.755142636741543356e+02,4.201026653563989299e+01,9.339022844937755963e+01,1.525166836389038565e+02,2.186077051815563834e+02,2.911332225226578316e+02,3.696915827083907971e+02,4.539600155813226365e+02,5.436695131188305368e+02,6.385902415201901476e+02,7.385222712670071132e+02
4.716025993547742701e+01,1.000347057599386318e+02,1.577541633485281807e+02,2.199256480019423634e+02,2.862915333511100471e+02,3.566605635474022051e+02,4.308809076779585894e+02,5.088268470813266617e+02,5.903912386709674820e+02,6.754808416659100203e+02,4.200982287366790757e+01,9.338862122468144378e+01,1.525133604337991358e+02,2.186022211457491835e+02,2.911252038632253516e+02,3.696807013421306465e+02,4.539459705761328792e+02,5.436520166964717191e+02,6.385690083006504665e+02,7.384970099013837626e+02
4.715996762144549592e+01,1.000335292484350020e+02,1.577514950207181812e+02,2.199208599283151955e+02,2.862839740031936913e+02,3.566495553008136312e+02,4.308657448738263156e+02,5.088067945074768659e+02,5.903655303704750850e+02,6.754486800072202186e+02,4.200939594535050503e+01,9.338707460543722050e+01,1.525101625308753341e+02,2.185969438987596050e+02,2.911174876190474379e+02,3.696702304655889293e+02,4.539324555904156000e+02,5.436351808110676984e+02,6.385485770575764946e+02,7.384727031193214088e+02
4.715968620050556837e+01,1.000323965791781404e+02,1.577489261248065588e+02,2.199162502696515844e+02,2.862766963198894814e+02,3.566389571988120792e+02,4.308511469580080870e+02,5.087874889168323307e+02,5.903407796284897131e+02,6.754177161240431815e+02,4.200898491970755089e+01,9.338558558290048950e+01,1.525070837101218615e+02,2.185918631748243115e+02,2.911100587739189791e+02,3.696601496894804200e+02,4.539194442865863266e+02,5.436189726230164752e+02,6.385289078974010408e+02,7.384493034079342806e+02
4.715941513806220797e+01,1.000313056005790173e+02,1.577464517812328211e+02,2.199118102707475089e+02,2.862696864801873744e+02,3.566287491176454978e+02,4.308370862170280020e+02,5.087688936666943391e+02,5.903169394791226523e+02,6.753878912774969194e+02,4.200858901670139289e+01,9.338415133271854529e+01,1.525041181326738524e+02,2.185869693373022358e+02,2.911029032321105774e+02,3.696504398748498375e+02,4.539069119429622106e+02,5.436033613087048479e+02,6.385099633771670824e+02,7.384267661749930767e+02
4.715915393192175742e+01,1.000302542914299551e+02,1.577440674061319044e+02,2.199075317069159325e+02,2.862629315004957675e+02,3.566189121527493739e+02,4.308235366162309106e+02,5.087509743337726604e+02,5.902939658007187518e+02,6.753591502852564190e+02,4.200820750354002087e+01,9.338276920153552396e+01,1.525012603131379194e+02,2.185822533329805140e+02,2.910960077514901059e+02,3.696410830421752962e+02,4.538948353362181365e+02,5.435883179137782690e+02,6.384917083260290838e+02,7.384050495360193054e+02
4.715890210995440412e+01,1.000292407515448332e+02,1.577417686900867295e+02,2.199034068458829836e+02,2.862564191744884852e+02,3.566094285311843919e+02,4.308104736792045060e+02,5.087336985548318466e+02,5.902718171116473513e+02,6.753314412662602990e+02,4.200783969127751760e+01,9.338143669471881481e+01,1.524985050942187570e+02,2.185777066501871673e+02,2.910893598822393074e+02,3.696320622881024747e+02,4.538831926337239793e+02,5.435738152187369678e+02,6.384741096817551806e+02,7.383841141193111071e+02
4.715865922796646714e+01,1.000282631931665804e+02,1.577395515786438693e+02,2.198994284128237382e+02,2.862501380179320449e+02,3.566002815313042333e+02,4.307978743771987524e+02,5.087170358805011574e+02,5.902504543830084458e+02,6.753047154065520772e+02,4.200748493170772946e+01,9.338015146510170439e+01,1.524958476234600369e+02,2.185733212804031211e+02,2.910829479106479312e+02,3.696233617090642838e+02,4.538719632947878040e+02,5.435598276156550810e+02,6.384571363408067555e+02,7.383639228871253408e+02
4.715842486773851050e+01,1.000273199330705722e+02,1.577374122544243278e+02,2.198955895582713538e+02,2.862440772180260637e+02,3.565914554090243769e+02,4.307857170275814269e+02,5.087009576410684986e+02,5.902298408666658815e+02,6.752789267442676646e+02,4.200714261450881537e+01,9.337891130264834771e+01,1.524932833318717655e+02,2.185690896829802057e+02,2.910767608075019552e+02,3.696149663311479117e+02,4.538611279799885097e+02,5.435463309950202984e+02,6.384407590206841405e+02,7.383444409715576739e+02
4.715819863522451527e+01,1.000264093853282503e+02,1.577353471206809843e+02,2.198918838286139135e+02,2.862382265868411082e+02,3.565829353300241564e+02,4.307739812005166300e+02,5.086854368231122976e+02,5.902099419371606928e+02,6.752540319720040998e+02,4.200681216461136103e+01,9.337771412494817014e+01,1.524908079142952317e+02,2.185650047527283846e+02,2.910707881806457067e+02,3.696068620456492795e+02,4.538506684678413876e+02,5.435333026417201836e+02,6.384249501334552406e+02,7.383256355237238040e+02
4.715798015889527761e+01,1.000255300546170645e+02,1.577333527861703146e+02,2.198883051389607601e+02,2.862325765184809825e+02,3.565747073073956699e+02,4.307626476331006984e+02,5.086704479559978722e+02,5.901907249462785785e+02,6.752299902549692661e+02,4.200649303979024296e+01,9.337655796848005707e+01,1.524884173113292718e+02,2.185610597900899279e+02,2.910650202313310615e+02,3.695990355497647784e+02,4.538405675781412469e+02,5.435207211393704938e+02,6.384096836694013746e+02,7.383074755750411668e+02
4.715776908820666335e+01,1.000246805300981521e+02,1.577314260512254975e+02,2.198848477481428461e+02,2.862271179496369768e+02,3.565667581442086203e+02,4.307516981502830618e+02,5.086559670073420421e+02,5.901721590891004325e+02,6.752067630635194746e+02,4.200618472843583362e+01,9.337544098055371933e+01,1.524861076926950716e+02,2.185572484736632077e+02,2.910594477140231788e+02,3.695914742919756009e+02,4.538308091013612398e+02,5.435085662822082213e+02,6.383949350898840294e+02,7.382899319094983639e+02
4.715756509219961856e+01,1.000238594797394427e+02,1.577295638949106547e+02,2.198815062356784154e+02,2.862218423232178566e+02,3.565590753805725512e+02,4.307411155919743919e+02,5.086419712866639884e+02,5.901542152805307069e+02,6.751843140187696690e+02,4.200588674750085971e+01,9.337436141189235173e+01,1.524838754418858571e+02,2.185535648348844404e+02,2.910540618993415478e+02,3.695841664217117568e+02,4.538213777335762416e+02,5.434968189938795149e+02,6.383806812286001104e+02,7.382729769459401723e+02
4.715736785819859733e+01,1.000230656450988249e+02,1.577277634631738863e+02,2.198782754805160380e+02,2.862167415548007625e+02,3.565516472447861247e+02,4.307308837457860022e+02,5.086284393564636161e+02,5.901368660413505722e+02,6.751626087501252869e+02,4.200559864061144566e+01,9.337331760977983208e+01,1.524817171420150714e+02,2.185500032346553212e+02,2.910488545398694100e+02,3.695771007428948565e+02,4.538122590164162489e+02,5.434854612525249422e+02,6.383669002004913864e+02,7.382565846294821768e+02
4.715717709061048168e+01,1.000222978364923136e+02,1.577260220579094039e+02,2.198751506414000403e+02,2.862118080016436465e+02,3.565444626082254445e+02,4.307209872849120984e+02,5.086153509501036751e+02,5.901200853930047288e+02,6.751416147637097538e+02,4.200531997631870240e+01,9.337230801173919303e+01,1.524796295627361076e+02,2.185465583417600897e+02,2.910438178385672359e+02,3.695702666710361655e+02,4.538034392816215359e+02,5.434744760215803581e+02,6.383535713176269155e+02,7.382407303312377280e+02
4.715699250982390112e+01,1.000215549285412635e+02,1.577243371268336602e+02,2.198721271387271656e+02,2.862070344340373254e+02,3.565375109436474759e+02,4.307114117107145148e+02,5.086026868959171452e+02,5.901038487603151452e+02,6.751213013207532185e+02,4.200505034647996894e+01,9.337133113968097575e+01,1.524776096481620584e+02,2.185432251129135182e+02,2.910389444195874944e+02,3.695636541935847390e+02,4.537949055997891037e+02,5.434638471858347657e+02,6.383406750114647821e+02,7.382253907556586228e+02
4.715681385117462554e+01,1.000208358560428081e+02,1.577227062541439011e+02,2.198692006377582970e+02,2.862024140088145145e+02,3.565307822866054153e+02,4.307021432996003796e+02,5.085904290469659941e+02,5.900881328815052029e+02,6.751016393250495184e+02,4.200478936477021819e+01,9.337038559449378283e+01,1.524756545056728214e+02,2.185399987743081454e+02,2.910342273012655028e+02,3.695572538332399404e+02,4.537866457329548098e+02,5.434535594922746213e+02,6.383281927609264130e+02,7.382105438548263692e+02
4.715664086400264665e+01,1.000201396101499540e+02,1.577211271518389424e+02,2.198663670330710431e+02,2.861979402448101837e+02,3.565242671997327761e+02,4.306931690538295356e+02,5.085785602160272560e+02,5.900729157248509864e+02,6.750826012187520746e+02,4.200453666529190855e+01,9.336947005103765207e+01,1.524737613955679478e+02,2.185368748045103757e+02,2.910296598711055367e+02,3.695510566139819844e+02,4.537786480906920588e+02,5.434435984953038314e+02,6.383161070258307745e+02,7.381961687490979784e+02
4.715647331077099125e+01,1.000194652348302782e+02,1.577195976516968301e+02,2.198636224341626928e+02,2.861936070001191297e+02,3.565179567396374978e+02,4.306844766559354412e+02,5.085670641153166116e+02,5.900581764114607495e+02,6.750641608858142035e+02,4.200429190129437984e+01,9.336858325349481902e+01,1.524719277214628050e+02,2.185338489186295021e+02,2.910252358626096338e+02,3.695450540295838096e+02,4.537709016894265233e+02,5.434339505059979274e+02,6.383044011851911819e+02,7.381822456535835499e+02
4.715631096624984764e+01,1.000188118235836470e+02,1.577181156978313084e+02,2.198609631520797336e+02,2.861894084510116727e+02,3.565118424261926293e+02,4.306760544264424198e+02,5.085559253006065887e+02,5.900438951436423167e+02,6.750462935624119609e+02,4.200405474398415606e+01,9.336772401107144503e+01,1.524701510213913025e+02,2.185309170536168040e+02,2.910209493337721369e+02,3.695392380144166395e+02,4.537633961147019477e+02,5.434246025450179332e+02,6.382930594800081963e+02,7.381687558099688431e+02
4.715615361675956052e+01,1.000181785163942862e+02,1.577166793397729236e+02,2.198583856870219506e+02,2.861853390723579764e+02,3.565059162140418039e+02,4.306678912846190883e+02,5.085451291193311363e+02,5.900300531384060605e+02,6.750289757537956348e+02,4.200382488142051329e+01,9.336689119399188996e+01,1.524684289595359701e+02,2.185280753546266510e+02,2.910167946471351570e+02,3.695336009163477797e+02,4.537561214861607368e+02,5.434155422989394992e+02,6.382820669601577492e+02,7.381556814232368424e+02
4.715600105946393938e+01,1.000175644969001354e+02,1.577152867260568030e+02,2.198558867168238180e+02,2.861813936194391204e+02,3.565001704661237341e+02,4.306599767120260935e+02,5.085346616623953082e+02,5.900166325657037305e+02,6.750121851570437457e+02,4.200360201749216316e+01,9.336608372978720638e+01,1.524667593185580756e+02,2.185253201623479811e+02,2.910127664512339152e+02,3.695281354715553448e+02,4.537490684249973469e+02,5.434067580796521497e+02,6.382714094350801588e+02,7.381430056029000752e+02
4.715585310172026112e+01,1.000169689897566485e+02,1.577139360982425558e+02,2.198534630862383779e+02,2.861775671110421513e+02,3.564945979290529863e+02,4.306523007186131053e+02,5.085245097193551942e+02,5.900036164909906802e+02,6.749959005892509367e+02,4.200338587095655640e+01,9.336530059984485774e+01,1.524651399924512134e+02,2.185226480012198920e+02,2.910088596633794396e+02,3.695228347811287222e+02,4.537422280237248060e+02,5.433982387866406043e+02,6.382610734279240887e+02,7.381307123083693114e+02
4.715570956047140783e+01,1.000163912581935364e+02,1.577126257853710740e+02,2.198511117969800353e+02,2.861738548137379325e+02,3.564891917102223715e+02,4.306448538111932862e+02,5.085146607367372553e+02,5.899909888218015794e+02,6.749801019207154695e+02,4.200317617455920782e+01,9.336454083619700839e+01,1.524635689799094678e+02,2.185200555684745041e+02,2.910050694536126912e+02,3.695176922892825360e+02,4.537355918180298886e+02,5.433899738718889694e+02,6.382510461329034115e+02,7.381187862981385024e+02
